host_shortname,datacenter_id,ci_type,offering,cdir,customer_id,server_purpose,os_type,os_name,sid,primary_application_area,function,mgmt_ip,cust_ip,dpe_email,pdl_email,sid2,ifn,purpose,hypervisor_cluster_id
frgr11z4i2006,FRANCE PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Disaster Recovery,Linux,RedHat Linux Enterprise 6.x,P6B,P6B SiteCo BW PRD Server,App-DB,10.177.56.6,10.62.11.6,Nitin Bhatnagar,Dan Cezar Andries,,10.177.56.6,N,
frgr11z4i2009,FRANCE PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Disaster Recovery,Linux,RedHat Linux Enterprise 6.x,P2E,P2E DR,App-DB,10.177.56.9,10.62.11.9,Nitin Bhatnagar,Dan Cezar Andries,,10.177.56.9,N,
deeh11z4i404c,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Non Prod - Non-Production,Linux,RedHat Linux Enterprise 6.x,C6W,C6W SiteCo Dev EWM,App-DB,172.19.4.76,10.62.4.76,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.76,N,
deeh11z4i4011,EHNINGEN PROD-POD1,N/A,CMS4SAP,Z4I,OSRAM,Prod,Linux,SLES Linux 12 64-bit,P2H,O2B Global BW (Standy),DB,172.19.4.17,10.62.4.17,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.17,N,
deeh11z4i400f,EHNINGEN PROD-POD1,N/A,CMS4SAP,Z4I,OSRAM,Prod,Linux,SLES Linux 12 64-bit,P2H,O2B Global BW (Quorum),App-DB,172.19.4.15,10.62.4.15,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.15,N,
deeh11z4i400e,EHNINGEN PROD-POD1,N/A,CMS4SAP,Z4I,OSRAM,Prod,Linux,SLES Linux 12 64-bit,P2H,O2B Global BW (Master),DB,172.19.4.14,10.62.4.14,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.14,N,
frgr11z4i200a,FRANCE PROD-POD1,N/A,CMS4SAP,Z4I,OSRAM,Prod,Linux,SLES Linux 12 64-bit,P2H,O2B Global BW (Master),DB,10.177.56.10,10.62.11.10,Nitin Bhatnagar,Dan Cezar Andries,,10.177.56.10,N,
deeh11z4i4027,EHNINGEN PROD-POD1,SYS P,CMS4SAP,Z4I,OSRAM,Non Prod - Development,AIX,AIX 7.1.x,X75,DEV ERP,App-DB,172.19.4.39,10.62.4.39,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.39,N,
deeh11z4i401e,EHNINGEN PROD-POD1,N/A,CMS4SAP,Z4I,OSRAM,Non Prod - Development,Linux,SLES Linux 12 64-bit,A2B,A2B Global BW (Master),DB,172.19.4.30,10.62.4.30,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.30,N,
deeh11z4i4029,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Non Prod - QA,Linux,RedHat Linux Enterprise 6.x,Q6C,QA SAP CRM,App-DB,172.19.4.41,10.62.4.41,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.41,N,
deeh11z4i4028,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Non Prod - QA,Linux,RedHat Linux Enterprise 6.x,TRQ,QA SAP TREX,App,172.19.4.40,10.62.4.40,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.40,N,
deeh11z4i4036,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Non Prod - QA / Dev,Windows,Windows 2012 R2 Datacenter 64b,A23,NONPRD,DB,172.19.4.54,10.62.4.54,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.54,N,
deeh11z4i4039,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Prod,Windows,Windows 2012 R2 Datacenter 64b,O23,PRD,DB,172.19.4.57,10.62.4.57,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.57,N,
inf-ehndc30,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Prod,Windows,N/A,N/A,N/A,N/A,172.19.4.31,10.62.4.31,Nitin Bhatnagar,Dan Cezar Andries,,N/A,N/A,
inf-ehndc31,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Prod,Windows,N/A,N/A,N/A,N/A,172.19.4.34,10.62.4.34,Nitin Bhatnagar,Dan Cezar Andries,,N/A,N/A,
app-extcrm11,EHNINGEN PROD-POD2,xSeries,CMS,Z4G,OSRAM,Prod,Windows,N/A,N/A,N/A,N/A,172.19.3.7,10.62.3.7,Nitin Bhatnagar,CDIR in Score CU Sheet but no PDL,,N/A,N/A,
web-ehn2,EHNINGEN PROD-POD2,xSeries,CMS,Z4G,OSRAM,Prod,Windows,N/A,N/A,N/A,N/A,172.19.3.16,10.62.3.16,Nitin Bhatnagar,CDIR in Score CU Sheet but no PDL,,N/A,N/A,
web-ehnqa1,EHNINGEN PROD-POD2,xSeries,CMS,Z4G,OSRAM,Prod,Windows,N/A,N/A,N/A,N/A,172.19.3.8,10.62.3.8,Nitin Bhatnagar,CDIR in Score CU Sheet but no PDL,,N/A,N/A,
infmtpdc20,FRANCE PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Prod,Windows,N/A,N/A,N/A,N/A,10.177.55.11,10.62.10.11,Nitin Bhatnagar,Dan Cezar Andries,,N/A,N/A,
infmtpdc21,FRANCE PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Prod,Windows,N/A,N/A,N/A,N/A,10.177.55.12,10.62.10.12,Nitin Bhatnagar,Dan Cezar Andries,,N/A,N/A,
app-ehndw,EHNINGEN PROD-POD2,xSeries,CMS,Z4G,OSRAM,Prod,Windows,N/A,N/A,N/A,N/A,172.19.3.12,10.62.3.12,Nitin Bhatnagar,CDIR in Score CU Sheet but no PDL,,N/A,N/A,
inf-ehnftp3,EHNINGEN PROD-POD2,xSeries,CMS,Z4G,OSRAM,Prod,Linux,N/A,N/A,N/A,N/A,172.19.3.15,10.62.3.15,Nitin Bhatnagar,CDIR in Score CU Sheet but no PDL,,N/A,N/A,
app-ehnextlabq,EHNINGEN PROD-POD2,xSeries,CMS,Z4G,OSRAM,Prod,Windows,N/A,N/A,N/A,N/A,172.19.3.13,10.62.3.13,Nitin Bhatnagar,CDIR in Score CU Sheet but no PDL,,N/A,N/A,
app-ehndwqa,EHNINGEN PROD-POD2,xSeries,CMS,Z4G,OSRAM,Prod,Windows,N/A,N/A,N/A,N/A,172.19.3.6,10.62.3.6,Nitin Bhatnagar,CDIR in Score CU Sheet but no PDL,,N/A,N/A,
app-extcrm12,EHNINGEN PROD-POD2,xSeries,CMS,Z4G,OSRAM,Prod,Windows,N/A,N/A,N/A,N/A,172.19.3.11,10.62.3.11,Nitin Bhatnagar,CDIR in Score CU Sheet but no PDL,,N/A,N/A,
deeh11z4i401c,EHNINGEN PROD-POD1,N/A,CMS4SAP,Z4I,OSRAM,Non Prod - NON-PRODUCTION,Linux,N/A,N/A,N/A,N/A,172.19.4.28,10.62.4.28,Nitin Bhatnagar,Dan Cezar Andries,,N/A,N/A,
deeh11z4i4014,EHNINGEN PROD-POD1,N/A,CMS4SAP,Z4I,OSRAM,Non Prod - NON_PRODUCTION,Linux,N/A,N/A,N/A,N/A,172.19.4.20,10.62.4.20,Nitin Bhatnagar,Dan Cezar Andries,,N/A,N/A,
deeh11z4i4015,EHNINGEN PROD-POD1,N/A,CMS4SAP,Z4I,OSRAM,Non Prod - NON_PRODUCTION,Linux,N/A,N/A,N/A,N/A,172.19.4.21,10.62.4.21,Nitin Bhatnagar,Dan Cezar Andries,,N/A,N/A,
deeh11z4i4017,EHNINGEN PROD-POD1,N/A,CMS4SAP,Z4I,OSRAM,Non Prod - NON_PRODUCTION,Linux,N/A,N/A,N/A,N/A,172.19.4.23,10.62.4.23,Nitin Bhatnagar,Dan Cezar Andries,,N/A,N/A,
deeh11z4i4019,EHNINGEN PROD-POD1,N/A,CMS4SAP,Z4I,OSRAM,Non Prod - NON_PRODUCTION,Linux,N/A,N/A,N/A,N/A,172.19.4.25,10.62.4.25,Nitin Bhatnagar,Dan Cezar Andries,,N/A,N/A,
deeh11z4i401e,EHNINGEN PROD-POD1,N/A,CMS4SAP,Z4I,OSRAM,Non Prod - Development,Linux,SLES Linux 12 64-bit,A2B,A2B Global BW (Master),DB,172.19.4.30,10.62.4.30,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.30,N,
z4i-test,EHNINGEN PROD-POD1,N/A,CMS4SAP,Z4I,OSRAM,Non Prod - NON_PRODUCTION,Linux,N/A,N/A,N/A,N/A,172.19.4.30,10.62.4.30,Nitin Bhatnagar,Dan Cezar Andries,,N/A,N/A,
z4i-test1,EHNINGEN PROD-POD1,N/A,CMS4SAP,Z4I,OSRAM,Non Prod - NON_PRODUCTION,Linux,N/A,N/A,N/A,N/A,172.19.4.38,10.62.4.38,Nitin Bhatnagar,Dan Cezar Andries,,N/A,N/A,
z4i-test,EHNINGEN PROD-POD1,N/A,CMS4SAP,Z4I,OSRAM,Non Prod - NON_PRODUCTION,Linux,N/A,N/A,N/A,N/A,172.19.4.30,10.62.4.30,Nitin Bhatnagar,Dan Cezar Andries,,N/A,N/A,
z4i-test,EHNINGEN PROD-POD1,N/A,CMS4SAP,Z4I,OSRAM,Non Prod - NON_PRODUCTION,Linux,N/A,N/A,N/A,N/A,172.19.4.30,10.62.4.30,Nitin Bhatnagar,Dan Cezar Andries,,N/A,N/A,
z4i-test2,EHNINGEN PROD-POD1,N/A,CMS4SAP,Z4I,OSRAM,Non Prod - NON_PRODUCTION,Linux,N/A,N/A,N/A,N/A,172.19.4.51,10.62.4.51,Nitin Bhatnagar,Dan Cezar Andries,,N/A,N/A,
z4i-test3,EHNINGEN PROD-POD1,N/A,CMS4SAP,Z4I,OSRAM,Non Prod - NON_PRODUCTION,AIX,N/A,N/A,N/A,N/A,172.19.4.48,10.62.4.48,Nitin Bhatnagar,Dan Cezar Andries,,N/A,N/A,
z4i-test4,EHNINGEN PROD-POD1,N/A,CMS4SAP,Z4I,OSRAM,Non Prod - NON_PRODUCTION,Windows,N/A,N/A,N/A,N/A,172.19.4.53,10.62.4.53,Nitin Bhatnagar,Dan Cezar Andries,,N/A,N/A,
z4i-test1,EHNINGEN PROD-POD1,N/A,CMS4SAP,Z4I,OSRAM,Non Prod - NON_PRODUCTION,Linux,N/A,N/A,N/A,N/A,172.19.4.38,10.62.4.38,Nitin Bhatnagar,Dan Cezar Andries,,N/A,N/A,
prt-ehntd,EHNINGEN PROD-POD2,N/A,CMS,Z4G,OSRAM,Prod,Windows,N/A,N/A,N/A,N/A,172.19.3.14,10.62.3.14,Nitin Bhatnagar,CDIR in Score CU Sheet but no PDL,,N/A,N/A,
app-ehnsql02-q,EHNINGEN PROD-POD2,N/A,CMS,Z4G,OSRAM,Prod,Windows,N/A,N/A,N/A,N/A,10.177.104.10,10.10.26.10,Nitin Bhatnagar,CDIR in Score CU Sheet but no PDL,,N/A,N/A,
app-ehnpapd1,EHNINGEN PROD-POD2,N/A,CMS,Z4G,OSRAM,Prod,Windows,N/A,N/A,N/A,N/A,N/A,N/A,Nitin Bhatnagar,CDIR in Score CU Sheet but no PDL,,N/A,N/A,
web-ehndv1,EHNINGEN PROD-POD2,N/A,CMS,Z4G,OSRAM,Prod,Windows,N/A,N/A,N/A,N/A,N/A,N/A,Nitin Bhatnagar,CDIR in Score CU Sheet but no PDL,,N/A,N/A,
app-ehnrswcdv,EHNINGEN PROD-POD2,N/A,CMS,Z4G,OSRAM,Prod,Windows,N/A,N/A,N/A,N/A,N/A,N/A,Nitin Bhatnagar,CDIR in Score CU Sheet but no PDL,,N/A,N/A,
app-ehnideas-p,EHNINGEN PROD-POD2,N/A,CMS,Z4G,OSRAM,Prod,Windows,N/A,N/A,N/A,N/A,N/A,N/A,Nitin Bhatnagar,CDIR in Score CU Sheet but no PDL,,N/A,N/A,
app-hrl-nftb-sg,BRAZIL PROD-POD1,xSeries,CMS,Z4O,OSRAM DO BRASIL LAMPADAS ELETRICAS LTDA,Prod,Windows,N/A,N/A,N/A,N/A,10.177.50.10,10.62.129.10,Cristiane Marques Oliveira Tokarski,NA (Not Applicable),,N/A,N/A,
brho11z4o2006,BRAZIL PROD-POD1,xSeries,CMS,Z4O,OSRAM DO BRASIL LAMPADAS ELETRICAS LTDA,Prod,Windows,N/A,N/A,N/A,N/A,10.177.50.6,10.62.129.6,Cristiane Marques Oliveira Tokarski,NA (Not Applicable),,N/A,N/A,
brho11z4o2007,BRAZIL PROD-POD1,xSeries,CMS,Z4O,OSRAM DO BRASIL LAMPADAS ELETRICAS LTDA,Prod,Windows,N/A,N/A,N/A,N/A,10.177.50.7,10.62.129.7,Cristiane Marques Oliveira Tokarski,NA (Not Applicable),,N/A,N/A,
brho11z4n200a,BRAZIL PROD-POD1,xSeries,IC4SAP-CMS,Z4N,OSRAM DO BRASIL LAMPADAS ELETRICAS LTDA,Prod,Windows,N/A,N/A,N/A,N/A,10.177.48.10,10.62.131.10,Cristiane Marques Oliveira Tokarski,Juan Jose Bonilla Lamicq,,N/A,N/A,
brho11z4n200b,BRAZIL PROD-POD1,xSeries,IC4SAP-CMS,Z4N,OSRAM DO BRASIL LAMPADAS ELETRICAS LTDA,Prod,Windows,N/A,N/A,N/A,N/A,10.177.48.11,10.62.131.11,Cristiane Marques Oliveira Tokarski,Juan Jose Bonilla Lamicq,,N/A,N/A,
brho11z4n1006,BRAZIL PROD-POD1,xSeries,IC4SAP-CMS,Z4N,OSRAM DO BRASIL LAMPADAS ELETRICAS LTDA,Non Prod - QA / Dev,Windows,Windows 2012 R2 Datacenter 64b,EOQ,ERP Dev / QA - EOD / EOQ,App-DB,10.177.47.6,10.62.130.6,Cristiane Marques Oliveira Tokarski,Juan Jose Bonilla Lamicq,,10.177.47.6,N,
brho11z4n1008,BRAZIL PROD-POD1,xSeries,IC4SAP-CMS,Z4N,OSRAM DO BRASIL LAMPADAS ELETRICAS LTDA,Prod,Windows,Windows 2012 R2 Datacenter 64b,0,ERP Prod CI / DB - EOP,App-DB,10.177.47.8,10.62.130.8,Cristiane Marques Oliveira Tokarski,Juan Jose Bonilla Lamicq,,10.177.47.8,N,
brho11z4n1007,BRAZIL PROD-POD1,xSeries,IC4SAP-CMS,Z4N,OSRAM DO BRASIL LAMPADAS ELETRICAS LTDA,Prod,Windows,Windows 2012 R2 Datacenter 64b,0,ERP Prod App - EOP,App,10.177.47.7,10.62.130.7,Cristiane Marques Oliveira Tokarski,Juan Jose Bonilla Lamicq,,10.177.47.7,N,
brho11z4n100a,BRAZIL PROD-POD1,xSeries,IC4SAP-CMS,Z4N,OSRAM DO BRASIL LAMPADAS ELETRICAS LTDA,Prod,Windows,Windows 2012 R2 Datacenter 64b,SMD,Solution Manager,App-DB,10.177.47.10,10.62.130.10,Cristiane Marques Oliveira Tokarski,Juan Jose Bonilla Lamicq,,10.177.47.10,N,
inf-horcala01,BRAZIL PROD-POD1,xSeries,CMS,Z4O,OSRAM DO BRASIL LAMPADAS ELETRICAS LTDA,Prod,Windows,N/A,N/A,N/A,N/A,10.177.50.5,10.62.129.5,Cristiane Marques Oliveira Tokarski,NA (Not Applicable),,N/A,N/A,
inf-horcala02,BRAZIL PROD-POD1,xSeries,IC4SAP-CMS,Z4N,OSRAM DO BRASIL LAMPADAS ELETRICAS LTDA,Prod,Windows,N/A,N/A,N/A,N/A,10.177.48.6,10.62.131.6,Cristiane Marques Oliveira Tokarski,Juan Jose Bonilla Lamicq,,N/A,N/A,
app-hrl-nfpb-sg,BRAZIL PROD-POD1,N/A,CMS,Z4O,OSRAM DO BRASIL LAMPADAS ELETRICAS LTDA,Prod,Windows,N/A,N/A,N/A,N/A,10.177.50.28,10.62.129.28,Cristiane Marques Oliveira Tokarski,NA (Not Applicable),,N/A,N/A,
brho11z4o200f,BRAZIL PROD-POD1,N/A,CMS,Z4O,OSRAM DO BRASIL LAMPADAS ELETRICAS LTDA,Prod,AIX,N/A,N/A,N/A,N/A,N/A,N/A,Cristiane Marques Oliveira Tokarski,NA (Not Applicable),,N/A,N/A,
brho11z4m200a,BRAZIL PROD-POD1,xSeries,CMS,Z4M,OSRAM Solucoes,Prod,Windows,N/A,N/A,N/A,N/A,10.177.46.10,10.62.133.10,Jonathan Jaubert Martinez,NA (Not Applicable),,N/A,N/A,
brho11z4m2009,BRAZIL PROD-POD1,xSeries,CMS,Z4M,OSRAM Solucoes,Prod,Windows,N/A,N/A,N/A,N/A,10.177.46.9,10.62.133.9,Jonathan Jaubert Martinez,NA (Not Applicable),,N/A,N/A,
brho11z6o200c,BRAZIL PROD-POD1,xSeries,CMS4SAP,Z6O,OSRAM Solucoes,Prod,Windows,N/A,N/A,N/A,N/A,10.177.32.12,10.62.135.12,Jonathan Jaubert Martinez,Juan Jose Bonilla Lamicq,,N/A,N/A,
brho11z6o2009,BRAZIL PROD-POD1,xSeries,CMS4SAP,Z6O,OSRAM Solucoes,Prod,Windows,N/A,N/A,N/A,N/A,10.177.32.9,10.62.135.9,Jonathan Jaubert Martinez,Juan Jose Bonilla Lamicq,,N/A,N/A,
app-hro-gko,BRAZIL PROD-POD1,xSeries,CMS,Z4M,OSRAM Solucoes,Prod,Windows,N/A,N/A,N/A,N/A,10.177.46.14,10.62.133.14,Jonathan Jaubert Martinez,NA (Not Applicable),,N/A,N/A,
app-hro-edxsa,BRAZIL PROD-POD1,xSeries,CMS,Z4M,OSRAM Solucoes,Prod,Windows,N/A,N/A,N/A,N/A,10.177.46.22,10.62.133.22,Jonathan Jaubert Martinez,NA (Not Applicable),,N/A,N/A,
app-hro-nfep-ar,BRAZIL PROD-POD1,xSeries,CMS,Z4M,OSRAM Solucoes,Prod,Windows,N/A,N/A,N/A,N/A,10.177.46.20,10.62.133.20,Jonathan Jaubert Martinez,NA (Not Applicable),,N/A,N/A,
app-hro-edi02,BRAZIL PROD-POD1,xSeries,CMS,Z4M,OSRAM Solucoes,Prod,Windows,N/A,N/A,N/A,N/A,10.177.46.17,10.62.133.17,Jonathan Jaubert Martinez,NA (Not Applicable),,N/A,N/A,
app-hro-sqls1,BRAZIL PROD-POD1,xSeries,CMS,Z4M,OSRAM Solucoes,Prod,Windows,N/A,N/A,N/A,N/A,10.177.46.18,10.62.133.18,Jonathan Jaubert Martinez,NA (Not Applicable),,N/A,N/A,
prt-hro-k300,BRAZIL PROD-POD1,xSeries,CMS,Z4M,OSRAM Solucoes,Prod,Windows,N/A,N/A,N/A,N/A,10.177.46.26,10.62.133.26,Jonathan Jaubert Martinez,NA (Not Applicable),,N/A,N/A,
app-hro-divs00,BRAZIL PROD-POD1,xSeries,CMS,Z4M,OSRAM Solucoes,Prod,Windows,N/A,N/A,N/A,N/A,10.177.46.15,10.62.133.15,Jonathan Jaubert Martinez,NA (Not Applicable),,N/A,N/A,
brho11z6o1008,BRAZIL PROD-POD1,xSeries,CMS4SAP,Z6O,OSRAM Solucoes,Prod,Windows,Windows 2012 R2 Datacenter 64b,ORP,ECC ORP,App-DB,10.177.41.8,10.62.134.8,Jonathan Jaubert Martinez,Juan Jose Bonilla Lamicq,,10.177.41.8,N,
brho11z6o1009,BRAZIL PROD-POD1,xSeries,CMS4SAP,Z6O,OSRAM Solucoes,Non Prod - QA / Dev,Windows,Windows 2012 R2 Datacenter 64b,ARP,ARP / ZRP,App-DB,10.177.41.9,10.62.134.9,Jonathan Jaubert Martinez,Juan Jose Bonilla Lamicq,,10.177.41.9,N,
brho11z6o100a,BRAZIL PROD-POD1,xSeries,CMS4SAP,Z6O,OSRAM Solucoes,Prod,Windows,Windows 2012 R2 Datacenter 64b,SMD,Solution Manager,App-DB,10.177.41.10,10.62.134.10,Jonathan Jaubert Martinez,Juan Jose Bonilla Lamicq,,10.177.41.10,N,
app-hro-nfep-sg,BRAZIL PROD-POD1,xSeries,CMS,Z4M,OSRAM Solucoes,Prod,Windows,N/A,N/A,N/A,N/A,10.177.46.19,10.62.133.19,Jonathan Jaubert Martinez,NA (Not Applicable),,N/A,N/A,
brho11z6o100b,BRAZIL PROD-POD1,xSeries,CMS4SAP,Z6O,OSRAM Solucoes,Prod,Windows,Windows 2012 R2 Datacenter 64b,ORP,ORP App,App,10.177.41.11,10.62.134.11,Jonathan Jaubert Martinez,Juan Jose Bonilla Lamicq,,10.177.41.11,N,
file-hro02,BRAZIL PROD-POD1,xSeries,CMS,Z4M,OSRAM Solucoes,Prod,Windows,N/A,N/A,N/A,N/A,10.177.45.5,10.62.132.5,Jonathan Jaubert Martinez,NA (Not Applicable),,N/A,N/A,
app-hro-nfep-co,BRAZIL PROD-POD1,xSeries,CMS,Z4M,OSRAM Solucoes,Prod,Windows,N/A,N/A,N/A,N/A,10.177.46.5,10.62.133.5,Jonathan Jaubert Martinez,NA (Not Applicable),,N/A,N/A,
inf-hordc01,BRAZIL PROD-POD1,xSeries,CMS,Z4M,OSRAM Solucoes,Prod,Windows,N/A,N/A,N/A,N/A,10.177.46.11,10.62.133.11,Jonathan Jaubert Martinez,NA (Not Applicable),,N/A,N/A,
inf-hordc02,BRAZIL PROD-POD1,xSeries,CMS4SAP,Z6O,OSRAM Solucoes,Prod,Windows,N/A,N/A,N/A,N/A,10.177.32.13,10.62.135.13,Jonathan Jaubert Martinez,Juan Jose Bonilla Lamicq,,N/A,N/A,
app-hro-msaf,BRAZIL PROD-POD1,N/A,CMS,Z4M,OSRAM Solucoes,Prod,Windows,N/A,N/A,N/A,N/A,10.177.46.23,10.62.133.23,Jonathan Jaubert Martinez,NA (Not Applicable),,N/A,N/A,
jp0811z3z200a,JAPAN PROD-POD1,xSeries,CMS,Z3Z,Otsuka Holdings Co. Ltd.,Prod,Windows,N/A,N/A,N/A,N/A,172.18.79.10,10.10.133.10,Azuwan Dol,CDIR in Score CU Sheet but no PDL,,N/A,N/A,
jp0811z3z200b,JAPAN PROD-POD1,xSeries,CMS,Z3Z,Otsuka Holdings Co. Ltd.,Prod,Windows,N/A,N/A,N/A,N/A,172.18.79.11,10.10.133.11,Azuwan Dol,CDIR in Score CU Sheet but no PDL,,N/A,N/A,
usrd11otk2006,JAPAN PROD-POD1,xSeries,CMS,Z3Z,Otsuka Holdings Co. Ltd.,Prod,Linux,N/A,N/A,N/A,N/A,172.18.79.5,10.10.133.5,Azuwan Dol,CDIR in Score CU Sheet but no PDL,,N/A,N/A,
usrd11otk2005,JAPAN PROD-POD1,xSeries,CMS,Z3Z,Otsuka Holdings Co. Ltd.,Prod,Linux,N/A,N/A,N/A,N/A,172.18.79.6,10.10.133.6,Azuwan Dol,CDIR in Score CU Sheet but no PDL,,N/A,N/A,
usrd11otk200a,JAPAN PROD-POD1,xSeries,CMS,Z3Z,Otsuka Holdings Co. Ltd.,Prod,Linux,N/A,N/A,N/A,N/A,172.18.79.7,10.10.133.7,Azuwan Dol,CDIR in Score CU Sheet but no PDL,,N/A,N/A,
usrd11otk200b,JAPAN PROD-POD1,xSeries,CMS,Z3Z,Otsuka Holdings Co. Ltd.,Prod,Linux,N/A,N/A,N/A,N/A,172.18.79.8,10.10.133.8,Azuwan Dol,CDIR in Score CU Sheet but no PDL,,N/A,N/A,
usrd11otk3006,JAPAN PROD-POD1,xSeries,CMS,Z3Z,Otsuka Holdings Co. Ltd.,Prod,Linux,N/A,N/A,N/A,N/A,172.18.84.5,10.10.136.5,Azuwan Dol,CDIR in Score CU Sheet but no PDL,,N/A,N/A,
usrd11otk3005,JAPAN PROD-POD1,xSeries,CMS,Z3Z,Otsuka Holdings Co. Ltd.,Prod,Linux,N/A,N/A,N/A,N/A,172.18.84.6,10.10.136.6,Azuwan Dol,CDIR in Score CU Sheet but no PDL,,N/A,N/A,
usrd11otk4005,JAPAN PROD-POD1,xSeries,CMS,Z3Z,Otsuka Holdings Co. Ltd.,Prod,Linux,N/A,N/A,N/A,N/A,172.18.85.5,10.10.137.5,Azuwan Dol,CDIR in Score CU Sheet but no PDL,,N/A,N/A,
au0411z3z1005,SYDNEY PROD-POD1,xSeries,CMS,Z3Z,Otsuka Holdings Co. Ltd.,Prod,Windows,N/A,N/A,N/A,N/A,172.18.107.5,10.10.148.5,Azuwan Dol,CDIR in Score CU Sheet but no PDL,,N/A,N/A,
au0411z3z1006,SYDNEY PROD-POD1,xSeries,CMS,Z3Z,Otsuka Holdings Co. Ltd.,Prod,Windows,N/A,N/A,N/A,N/A,172.18.107.6,10.10.148.6,Azuwan Dol,CDIR in Score CU Sheet but no PDL,,N/A,N/A,
otkbld-db,SYDNEY PROD-POD1,xSeries,CMS,Z3Z,Otsuka Holdings Co. Ltd.,Prod,Linux,N/A,N/A,N/A,N/A,172.18.108.6,10.10.149.6,Azuwan Dol,CDIR in Score CU Sheet but no PDL,,N/A,N/A,
otkbld-proxy,SYDNEY PROD-POD1,xSeries,CMS,Z3Z,Otsuka Holdings Co. Ltd.,Prod,Linux,N/A,N/A,N/A,N/A,172.18.107.9,10.10.148.9,Azuwan Dol,CDIR in Score CU Sheet but no PDL,,N/A,N/A,
otkbld-web,SYDNEY PROD-POD1,xSeries,CMS,Z3Z,Otsuka Holdings Co. Ltd.,Prod,Linux,N/A,N/A,N/A,N/A,172.18.108.5,10.10.149.5,Azuwan Dol,CDIR in Score CU Sheet but no PDL,,N/A,N/A,
z3ztok-tpc-test,JAPAN PROD-POD1,xSeries,CMS,Z3Z,Otsuka Holdings Co. Ltd.,Prod,Linux,N/A,N/A,N/A,N/A,172.18.85.6,10.10.137.6,Azuwan Dol,CDIR in Score CU Sheet but no PDL,,N/A,N/A,
z3ztok-tpc-cms,JAPAN PROD-POD1,xSeries,CMS,Z3Z,Otsuka Holdings Co. Ltd.,Prod,Linux,N/A,N/A,N/A,N/A,172.18.79.9,10.10.133.9,Azuwan Dol,CDIR in Score CU Sheet but no PDL,,N/A,N/A,
oct-dap,RALEIGH PROD-POD1,xSeries,CMS,OAP,Otsuka Pharmaceutical Co. Ltd.,Prod,Windows,N/A,N/A,N/A,N/A,10.177.27.77,172.23.110.77,Azuwan Dol,CDIR in Score CU Sheet but no PDL,,N/A,N/A,
jp0811oap1006,JAPAN PROD-POD1,xSeries,CMS,OAP,Otsuka Pharmaceutical Co. Ltd.,Prod,Linux,N/A,N/A,N/A,N/A,172.18.35.6,192.168.51.6,Azuwan Dol,CDIR in Score CU Sheet but no PDL,,N/A,N/A,
jp0811oap2006,JAPAN PROD-POD1,xSeries,CMS,OAP,Otsuka Pharmaceutical Co. Ltd.,Prod,Linux,N/A,N/A,N/A,N/A,172.18.36.6,192.168.52.6,Azuwan Dol,CDIR in Score CU Sheet but no PDL,,N/A,N/A,
jp0811oap3006,JAPAN PROD-POD1,xSeries,CMS,OAP,Otsuka Pharmaceutical Co. Ltd.,Prod,Linux,N/A,N/A,N/A,N/A,172.18.37.6,192.168.53.6,Azuwan Dol,CDIR in Score CU Sheet but no PDL,,N/A,N/A,
usrd11oap2005,RALEIGH PROD-POD1,xSeries,CMS,OAP,Otsuka Pharmaceutical Co. Ltd.,Prod,Windows,N/A,N/A,N/A,N/A,10.177.27.37,172.23.110.37,Azuwan Dol,CDIR in Score CU Sheet but no PDL,,N/A,N/A,
usrd11oap2006,RALEIGH PROD-POD1,xSeries,CMS,OAP,Otsuka Pharmaceutical Co. Ltd.,Prod,Windows,N/A,N/A,N/A,N/A,10.177.27.38,172.23.110.38,Azuwan Dol,CDIR in Score CU Sheet but no PDL,,N/A,N/A,
opcgsl-dap01,RALEIGH PROD-POD1,xSeries,CMS,OAP,Otsuka Pharmaceutical Co. Ltd.,Prod,Linux,N/A,N/A,N/A,N/A,10.177.27.69,172.23.110.69,Azuwan Dol,CDIR in Score CU Sheet but no PDL,,N/A,N/A,
